location,datetime,tempmax,tempmin,humidity,windspeed,winddir,cloudcover,rainfall,10_Cumulative Rainfall,Flood_Severity
Kolhapur District Maharashtra,02-10-2009,26.4,25.4,84.3,3.6,283.4,100,9.8,148.1,1
Kolhapur District Maharashtra,03-10-2009,23.1,22.1,94.7,1.8,270,100,27.8,152.7,1
Kolhapur District Maharashtra,04-10-2009,24.9,22.4,88.8,3.6,270,100,26.6,170.6,1
Kolhapur District Maharashtra,05-10-2009,25.2,24.1,83.7,3.6,270,100,30.1,181.5,1
Kolhapur District Maharashtra,06-10-2009,25.4,23.4,82.9,1.8,260,100,16.2,201.4,1
Kolhapur District Maharashtra,07-10-2009,26.9,26.2,75.2,1.8,270,65,9.3,212.2,1
Kolhapur District Maharashtra,08-10-2009,27.4,26.7,62.7,3.6,283.4,30,0.5,221,1
Kolhapur District Maharashtra,09-10-2009,27.2,26.1,68.2,1.8,270,35,0,211.6,1
Kolhapur District Maharashtra,10-10-2009,27.9,26.1,70.6,1.8,320,40,0,203.2,1
Kolhapur District Maharashtra,11-10-2009,27.7,26.2,69.1,1.8,270,80,0.5,159.4,1
Kolhapur District Maharashtra,12-10-2009,28.9,26.2,69.3,0,270,65,3.1,120.8,1
Kolhapur District Maharashtra,13-10-2009,27.9,26.2,70.9,1.8,10,70,0.7,114.1,0
Kolhapur District Maharashtra,14-10-2009,28.1,25.4,75.3,1.8,270,70,5.7,87,0
Kolhapur District Maharashtra,15-10-2009,30.1,29.1,50.1,1.8,135,30,0,66.1,0
Kolhapur District Maharashtra,16-10-2009,29.1,24.2,66,1.8,90,65,2,36,0
Kolhapur District Maharashtra,17-10-2009,28.2,28.2,66.2,1.8,270,75,0,19.8,0
Kolhapur District Maharashtra,18-10-2009,30.1,29.2,52.5,1.8,90,30,0,10.5,0
Kolhapur District Maharashtra,19-10-2009,30.4,30.4,52.5,0,170,30,0,10,0
Kolhapur District Maharashtra,20-10-2009,29.9,29.1,54.1,0,190,55,0,10,0
Kolhapur District Maharashtra,21-10-2009,28.9,27.9,60,0,220,45,0.5,10,0
Kolhapur District Maharashtra,22-10-2009,29.9,29.9,49.5,1.8,230,40,0,10,0
Kolhapur District Maharashtra,23-10-2009,29.4,29.1,42.7,1.8,180,15,0,6.9,0
Kolhapur District Maharashtra,24-10-2009,29.2,27.1,41.5,1.8,180,0,0,6.2,0
Kolhapur District Maharashtra,25-10-2009,29.9,27.4,41.6,1.8,180,0,0,0.5,0
Kolhapur District Maharashtra,26-10-2009,30.1,28.1,40.8,1.8,90,0,0,0.5,0
Kolhapur District Maharashtra,27-10-2009,30.1,28.1,44.6,1.8,90,0,0,0.5,0
Kolhapur District Maharashtra,28-10-2009,31.2,28.1,49,3.6,90,15,0,0.5,0
Kolhapur District Maharashtra,29-10-2009,28.9,28.7,55.8,3.6,115,50,0,0.5,0
Kolhapur District Maharashtra,30-10-2009,30.7,28.7,50.3,3.6,123.8,55,0,0.5,0
Kolhapur District Maharashtra,31-10-2009,30.7,29.1,26.2,3.6,90,20,0,0.5,0
Kolhapur District Maharashtra,01-06-2010,32.4,22.5,75.5,21.2,235.4,64.1,1.1,0,0
Kolhapur District Maharashtra,02-06-2010,33.2,22.5,71.1,25.6,261.6,72.1,0,1.1,0
Kolhapur District Maharashtra,03-06-2010,33.7,22.4,70.9,22.3,289.3,73.1,0,1.1,0
Kolhapur District Maharashtra,04-06-2010,36.4,23.4,65.3,26.6,298.1,67.7,0,0,0
Kolhapur District Maharashtra,05-06-2010,34.1,22.8,69.6,28.8,284.1,69.9,0,1.1,0
Kolhapur District Maharashtra,06-06-2010,32.2,23.1,73,29.5,267.2,45.3,0,1.1,0
Kolhapur District Maharashtra,07-06-2010,30.9,22.4,77.7,29.9,261.5,47.9,1.8,1.1,0
Kolhapur District Maharashtra,08-06-2010,32.2,22.8,75.3,22.7,280.5,61.5,4.3,2.9,0
Kolhapur District Maharashtra,09-06-2010,33,22.8,74.8,18.4,277.1,54.7,0,7.2,0
Kolhapur District Maharashtra,10-06-2010,30.7,23,82.9,13,268.6,93,5.8,7.2,0
Kolhapur District Maharashtra,11-06-2010,31.7,22.1,82,14.8,247.9,88.9,18.6,13,0
Kolhapur District Maharashtra,12-06-2010,31.5,22.7,83.3,13,255.6,82.3,21.8,30.5,0
Kolhapur District Maharashtra,13-06-2010,29.5,22.5,85.6,20.9,252.4,90.7,13.6,52.3,0
Kolhapur District Maharashtra,14-06-2010,27.5,22.8,87.8,36.4,226,87.3,27.8,65.9,0
Kolhapur District Maharashtra,15-06-2010,26.3,23,92,40,230.5,88.5,36.9,93.7,0
Kolhapur District Maharashtra,16-06-2010,27.5,22.8,89.2,35.6,230.3,72.1,43.3,130.6,1
Kolhapur District Maharashtra,17-06-2010,26.5,22.4,90.3,43.6,222.3,59.8,85.4,173.9,1
Kolhapur District Maharashtra,18-06-2010,27.5,22.4,88.4,38.5,249,82.7,24.2,257.5,2
Kolhapur District Maharashtra,19-06-2010,26.1,22.2,91.1,27.7,243.2,95.7,9,277.4,2
Kolhapur District Maharashtra,20-06-2010,28.1,21.8,88.4,24.5,225.1,93.9,6.9,286.4,2
Kolhapur District Maharashtra,21-06-2010,28.3,22.1,86.1,24.1,228.4,63.5,2,287.5,2
Kolhapur District Maharashtra,22-06-2010,27.6,22.3,88.2,26.6,257.4,68.4,4.5,270.9,2
Kolhapur District Maharashtra,23-06-2010,26.7,22.8,89.6,31,272.3,79,1.6,253.6,2
Kolhapur District Maharashtra,24-06-2010,26.6,22,89.6,29.9,266.5,87.8,6.2,241.6,1
Kolhapur District Maharashtra,25-06-2010,27.1,21.9,90.3,30.6,268.2,86.9,16.2,220,1
Kolhapur District Maharashtra,26-06-2010,26.2,21.6,88.2,23,261.7,92.6,9.8,199.3,1
Kolhapur District Maharashtra,27-06-2010,27.2,21.2,90.7,34.2,239.2,89.5,6.3,165.8,1
Kolhapur District Maharashtra,28-06-2010,27.5,21.3,89,26.6,245.9,87.2,3.7,86.7,0
Kolhapur District Maharashtra,29-06-2010,27.7,21.3,87.5,24.5,250.3,69.3,2.4,66.2,0
Kolhapur District Maharashtra,30-06-2010,26.4,22.4,91.6,28.4,244.6,87.7,0.5,59.6,0
Kolhapur District Maharashtra,01-07-2010,25.5,22.7,91.7,25.9,253.7,90.5,5.1,53.2,0
Kolhapur District Maharashtra,02-07-2010,24.8,20.3,89.8,22,254.6,92.7,13.6,56.3,0
Kolhapur District Maharashtra,03-07-2010,25.5,19.2,88.3,26.6,258.5,94.2,7.9,65.4,0
Kolhapur District Maharashtra,04-07-2010,27.9,20.1,88.8,32.4,241.4,89.2,7.5,71.7,0
Kolhapur District Maharashtra,05-07-2010,26.8,20.8,90.3,34.6,232.7,81.3,11,73,0
Kolhapur District Maharashtra,06-07-2010,25.4,21.4,90.8,29.9,246.1,81.2,11.7,67.8,0
Kolhapur District Maharashtra,07-07-2010,26.4,21.5,90.7,25.9,247.8,91.2,12.8,69.7,0
Kolhapur District Maharashtra,08-07-2010,25.3,21.2,90.6,27,245.6,89.4,10.7,76.2,0
Kolhapur District Maharashtra,09-07-2010,27.1,20.9,89.2,22.3,253.8,83.6,8.1,83.2,0
Kolhapur District Maharashtra,10-07-2010,28.1,21.3,88.3,21.2,270.7,59,3.1,88.9,0
Kolhapur District Maharashtra,11-07-2010,27.9,21.9,90.4,20.9,281.5,88.3,4.6,91.5,0
Kolhapur District Maharashtra,12-07-2010,28.1,21.7,89.5,20.5,259,89.6,0.8,91,0
Kolhapur District Maharashtra,13-07-2010,26.8,21.3,87.1,23,247.3,73.2,3.4,78.2,0
Kolhapur District Maharashtra,14-07-2010,26.4,20.9,89.6,21.2,273.3,87.3,6,73.7,0
Kolhapur District Maharashtra,15-07-2010,27.9,20.1,89.1,22.7,269.4,87.1,6.3,72.2,0
Kolhapur District Maharashtra,16-07-2010,28.2,20.3,89.6,24.1,269.9,83.8,3.5,67.5,0
Kolhapur District Maharashtra,17-07-2010,25,20.5,90.7,24.5,276.1,82.7,12,59.3,0
Kolhapur District Maharashtra,18-07-2010,26.5,21.6,90,34.2,254.1,78.2,7.1,58.5,0
Kolhapur District Maharashtra,19-07-2010,27.1,22,90.7,35.3,259.7,76.3,8.4,54.9,0
Kolhapur District Maharashtra,20-07-2010,26.1,22.4,91.8,36.7,254,93.6,28.1,55.2,0
Kolhapur District Maharashtra,21-07-2010,25.7,22.8,93.2,37.1,257.8,94.5,29,80.2,0
Kolhapur District Maharashtra,22-07-2010,25.2,22.6,94.1,34.9,251.2,89.8,49.4,104.6,0
Kolhapur District Maharashtra,23-07-2010,25.5,22.3,93.3,35.3,251.9,94.6,48.8,153.2,1
Kolhapur District Maharashtra,24-07-2010,24.8,22.2,95,35.3,250.4,95.6,57.9,198.6,1
Kolhapur District Maharashtra,25-07-2010,24,22.1,96.3,34.6,258.8,95,67.7,250.5,2
Kolhapur District Maharashtra,26-07-2010,24.6,22.5,94.9,39.2,247.7,89.7,95.8,311.9,2
Kolhapur District Maharashtra,27-07-2010,25.8,22.5,93.1,40.7,246.4,70,56.9,404.2,3
Kolhapur District Maharashtra,28-07-2010,26,22.5,93.3,32.8,259.6,71.6,55.4,449.1,3
Kolhapur District Maharashtra,29-07-2010,24.8,22.1,94.6,32.4,261.4,83.1,54.7,497.4,3
Kolhapur District Maharashtra,30-07-2010,24.3,22,95.3,31.7,257.7,93.9,46.9,543.7,4
Kolhapur District Maharashtra,31-07-2010,25.5,22.1,93.3,37.1,251.9,94.1,30.8,562.5,4
Kolhapur District Maharashtra,01-08-2010,26.3,21.9,91.1,36.7,253.3,85,32.5,564.3,4
Kolhapur District Maharashtra,02-08-2010,26.4,22,91,38.5,252.1,73.5,21.9,547.4,4
Kolhapur District Maharashtra,03-08-2010,25.2,22.3,94.9,37.1,251.4,87.6,25.2,520.5,4
Kolhapur District Maharashtra,04-08-2010,26.2,22,91,35.3,258.1,71,28.6,487.8,3
Kolhapur District Maharashtra,05-08-2010,26.7,21.6,90.9,27.4,259.4,88.9,8.9,448.7,3
Kolhapur District Maharashtra,06-08-2010,26.2,22,90.9,32.4,267.4,81.8,2,361.8,2
Kolhapur District Maharashtra,07-08-2010,26.9,21.2,91.1,23.8,266.3,80,8,306.9,2
Kolhapur District Maharashtra,08-08-2010,26.9,21.6,90.6,29.9,256.4,44.2,2.1,259.5,2
Kolhapur District Maharashtra,09-08-2010,27.1,21.2,89.1,31,265.2,61.3,4.6,206.9,1
Kolhapur District Maharashtra,10-08-2010,27.2,20.8,89.2,27.7,271.2,72.9,4.6,164.6,1
Kolhapur District Maharashtra,11-08-2010,27.5,21.8,90.4,29.9,275.1,64.1,9.8,138.4,1
Kolhapur District Maharashtra,12-08-2010,26.7,21.8,91.7,23.4,287.7,94,10.4,115.7,0
Kolhapur District Maharashtra,13-08-2010,25.9,21.4,91.1,25.2,280.2,93.1,3,104.2,0
Kolhapur District Maharashtra,14-08-2010,27.6,20.5,88.9,22.7,272.2,90.6,5.3,82,0
Kolhapur District Maharashtra,15-08-2010,28.1,21.3,90.4,21.2,269.4,87.6,2.2,58.7,0
Kolhapur District Maharashtra,16-08-2010,27.4,21.8,93,22.3,272.8,92.9,7.7,52,0
Kolhapur District Maharashtra,17-08-2010,26.9,22.1,92.1,31,270.1,90.4,8.8,57.7,0
Kolhapur District Maharashtra,18-08-2010,25.8,21.5,91.7,28.4,267.5,92.9,31.1,58.5,0
Kolhapur District Maharashtra,19-08-2010,26.1,21.1,91.3,22,272,86.9,8.4,87.5,0
Kolhapur District Maharashtra,20-08-2010,25.4,21.1,94.5,16.6,294.2,96.4,4.5,91.3,0
Kolhapur District Maharashtra,21-08-2010,26.2,20.7,93.1,17.3,294.4,95.6,3.6,91.2,0
Kolhapur District Maharashtra,22-08-2010,26.4,20.6,91.1,19.4,288.9,81.2,8.3,85,0
Kolhapur District Maharashtra,23-08-2010,27.1,21.2,92,22.3,298.8,87.3,4.8,82.9,0
Kolhapur District Maharashtra,24-08-2010,25.9,22,93.2,22.3,295.4,93.7,6.2,84.7,0
Kolhapur District Maharashtra,25-08-2010,25.4,21.6,93.7,24.8,286.5,94.5,4.4,85.6,0
Kolhapur District Maharashtra,26-08-2010,25.9,21.4,92.9,22,267.6,89.9,3.2,87.8,0
Kolhapur District Maharashtra,27-08-2010,26.7,21.3,93.5,22.7,256.4,83.4,10,83.3,0
Kolhapur District Maharashtra,28-08-2010,26.1,20.5,91.8,26.3,243.8,69.9,9.2,84.5,0
Kolhapur District Maharashtra,29-08-2010,26.4,21.7,91.4,31.7,253.8,80.6,13.1,62.6,0
Kolhapur District Maharashtra,30-08-2010,25.5,22.2,92.3,35.3,261.8,94.2,4.9,67.3,0
Kolhapur District Maharashtra,31-08-2010,23.4,20.6,95.2,34.6,247.3,95.3,40.4,67.7,0
Kolhapur District Maharashtra,01-09-2010,25.9,21,91.2,31.3,248.2,41.2,33,104.5,0
Kolhapur District Maharashtra,02-09-2010,26.5,21,91.2,31.7,266.4,72,10.3,129.2,1
Kolhapur District Maharashtra,03-09-2010,26.4,21.2,90.9,29.9,270.4,88.9,8.2,134.7,1
Kolhapur District Maharashtra,04-09-2010,26.4,21.8,91.8,30.2,256.2,83.1,6.2,136.7,1
Kolhapur District Maharashtra,05-09-2010,26.4,21.6,91.9,28.8,255.5,95.2,15.9,138.5,1
Kolhapur District Maharashtra,06-09-2010,25.4,22.2,93.6,26.6,250.5,92.7,19.8,151.2,1
Kolhapur District Maharashtra,07-09-2010,26.4,22.1,92,31.3,257.7,92.1,9.8,161,1
Kolhapur District Maharashtra,08-09-2010,26.2,21.9,92.5,31,259,92.3,9.4,161.6,1
Kolhapur District Maharashtra,09-09-2010,25.9,21.8,91.6,20.9,259.7,88.5,16.9,157.9,1
Kolhapur District Maharashtra,10-09-2010,26.7,21.4,91,27.7,241.2,63,9.8,169.9,1
Kolhapur District Maharashtra,11-09-2010,26.5,21.1,90.9,24.8,252,67.6,5.1,139.3,1
Kolhapur District Maharashtra,12-09-2010,26.5,20.3,91.4,16.9,272.1,70.3,2.4,111.4,0
Kolhapur District Maharashtra,13-09-2010,25.9,20.4,90.8,18.4,270.4,85.7,1.5,103.5,0
Kolhapur District Maharashtra,14-09-2010,26.8,20,89.6,22,248.7,75.4,1.9,96.8,0
Kolhapur District Maharashtra,15-09-2010,27.2,20.6,90.2,23.4,264.3,82,0.3,92.5,0
Kolhapur District Maharashtra,16-09-2010,26.3,20.2,90.4,17.6,267.8,81.6,1.7,76.9,0
Kolhapur District Maharashtra,17-09-2010,26.4,20.7,93.2,20.2,273.1,86.4,0.6,58.8,0
Kolhapur District Maharashtra,18-09-2010,26.4,20.5,90.7,25.2,269.5,65,7.4,49.6,0
Kolhapur District Maharashtra,19-09-2010,27.1,20.7,92.3,24.1,250,74.4,9.1,47.6,0
Kolhapur District Maharashtra,20-09-2010,27.7,20.5,89.8,18.7,233.2,75.1,5.6,39.8,0
Kolhapur District Maharashtra,21-09-2010,28.4,20.4,87.3,9,267.4,86.8,0.2,35.6,0
Kolhapur District Maharashtra,22-09-2010,29.1,19.8,89,10.8,321.6,63.6,0.4,30.7,0
Kolhapur District Maharashtra,23-09-2010,29.9,21.3,86.9,12.6,76.1,66.5,4.8,28.7,0
Kolhapur District Maharashtra,24-09-2010,27.9,20.9,86.8,9.4,53,57.8,22.6,32,0
Kolhapur District Maharashtra,25-09-2010,27.4,20.7,92.3,15.1,92.1,76.2,11.8,52.7,0
Kolhapur District Maharashtra,26-09-2010,28.5,21.3,88.6,10.1,97.5,66,11.2,64.2,0
Kolhapur District Maharashtra,27-09-2010,28.2,21.6,88,14.8,99.1,86.1,32.5,73.7,0
Kolhapur District Maharashtra,28-09-2010,29.9,21.6,88.3,26.6,111.6,90.2,6.9,105.6,0
Kolhapur District Maharashtra,29-09-2010,31.1,21.6,84.4,19.4,102.6,65.7,0.3,105.1,0
Kolhapur District Maharashtra,30-09-2010,27.8,19.1,85.1,18.7,88.3,60.9,53,96.3,0
Kolhapur District Maharashtra,01-10-2010,29.4,19.8,80.8,21.2,68.2,54,13.3,143.7,1
Kolhapur District Maharashtra,02-10-2010,29.7,19,85.9,19.8,92.1,41.2,0,156.8,1
Kolhapur District Maharashtra,03-10-2010,29.2,20.5,86.3,14.8,97.4,63.7,5.7,156.4,1
Kolhapur District Maharashtra,04-10-2010,27.5,21.4,90.3,17.3,116,74.3,27,157.3,1
Kolhapur District Maharashtra,05-10-2010,28.9,21.2,89.2,10.4,173.6,67.3,2.1,161.7,1
Kolhapur District Maharashtra,06-10-2010,29.1,22,87.8,13.3,327.5,69.7,19,152,1
Kolhapur District Maharashtra,07-10-2010,28.9,21.3,88.5,9,284.6,87.6,0,159.8,1
Kolhapur District Maharashtra,08-10-2010,29.1,21.3,83.4,8.3,302.3,68.6,0,127.3,1
Kolhapur District Maharashtra,09-10-2010,28.4,19.2,85.6,14.8,304.5,51.2,0,120.4,1
Kolhapur District Maharashtra,10-10-2010,27.6,19.7,87.2,15.5,301,72.3,0,120.1,1
Kolhapur District Maharashtra,11-10-2010,27.2,19,87.2,14.8,281.8,33.9,0,67.1,0
Kolhapur District Maharashtra,12-10-2010,28.4,18.8,86.8,12.6,278,51.5,0,53.8,0
Kolhapur District Maharashtra,13-10-2010,28.4,19.4,86.6,8.3,308,43.8,0,53.8,0
Kolhapur District Maharashtra,14-10-2010,28.3,19.8,86.7,11.2,303.3,68.8,0,48.1,0
Kolhapur District Maharashtra,15-10-2010,27.7,20.9,89.7,16.2,312.8,80.8,5.1,21.1,0
Kolhapur District Maharashtra,16-10-2010,27.9,21.2,89.6,18,291.8,77.7,3.4,24.1,0
Kolhapur District Maharashtra,17-10-2010,25.9,20.2,92.8,23.8,264.2,79.8,0.9,8.5,0
Kolhapur District Maharashtra,18-10-2010,26.9,21,93.2,24.5,234.2,92.3,17.2,9.4,0
Kolhapur District Maharashtra,19-10-2010,27.1,21.3,91.2,24.5,222.1,91.5,5.1,26.6,0
Kolhapur District Maharashtra,20-10-2010,27.3,20.7,91.2,18.4,235.6,83.2,1.8,31.7,0
Kolhapur District Maharashtra,21-10-2010,26.7,20.5,91.6,19.4,232.4,79.2,0.6,33.5,0
Kolhapur District Maharashtra,22-10-2010,27.1,21,95.2,20.2,257.3,86.9,2.3,34.1,0
Kolhapur District Maharashtra,23-10-2010,27.1,21,94.2,18,272.2,84.9,15.1,36.4,0
Kolhapur District Maharashtra,24-10-2010,26.9,21.2,91.9,16.6,290,66.1,2,51.5,0
Kolhapur District Maharashtra,25-10-2010,28.4,20.6,87,10.8,288,73.2,4.3,53.5,0
Kolhapur District Maharashtra,26-10-2010,29.1,19.2,83.5,15.5,103.3,56,1.9,52.7,0
Kolhapur District Maharashtra,27-10-2010,29.2,19.4,81.1,20.2,67.8,59.2,0,51.2,0
Kolhapur District Maharashtra,28-10-2010,29.4,17.6,73,21.2,69.5,56.1,0,50.3,0
Kolhapur District Maharashtra,29-10-2010,29.1,15.3,72.8,20.9,65.6,34.8,0,33.1,0
Kolhapur District Maharashtra,30-10-2010,29.1,17,81.7,21.6,65.5,67.3,0,28,0
Kolhapur District Maharashtra,31-10-2010,28.2,19.9,83.3,24.8,60.6,66.4,0,26.2,0
Kolhapur District Maharashtra,01-06-2011,30.4,23.6,78.4,18,273.2,81.3,0.2,0,0
Kolhapur District Maharashtra,02-06-2011,29.4,21.8,80.1,18,252.4,75,5.7,0.2,0
Kolhapur District Maharashtra,03-06-2011,28.7,21.3,85.8,25.2,226.2,78.5,17.8,5.9,0
Kolhapur District Maharashtra,04-06-2011,29.3,22.1,86,32,230.8,70.5,22.3,23.5,0
Kolhapur District Maharashtra,05-06-2011,29.1,22.8,85,36.4,231.9,63.3,22,46,0
Kolhapur District Maharashtra,06-06-2011,29.1,22.3,85.7,36.4,224.4,82.1,14.7,68,0
Kolhapur District Maharashtra,07-06-2011,28.4,22.4,82.6,39.6,205.4,92.1,7.2,82.7,0
Kolhapur District Maharashtra,08-06-2011,26.9,22.3,87.4,35.6,215.5,95.2,2.7,89.9,0
Kolhapur District Maharashtra,09-06-2011,28.2,22.3,86.5,36.7,229.3,96.8,6.6,92.6,0
Kolhapur District Maharashtra,10-06-2011,29.4,22.7,81,41,244.9,75.9,49,99.2,0
Kolhapur District Maharashtra,11-06-2011,27.9,22,81.4,36.4,246.7,76.9,40,148.2,1
Kolhapur District Maharashtra,12-06-2011,28.6,21.7,80.5,34.2,250.3,72.6,29.4,188,1
Kolhapur District Maharashtra,13-06-2011,29.5,23.1,82.2,35.6,248.1,82.2,22.8,211.7,1
Kolhapur District Maharashtra,14-06-2011,28.2,20.9,85.6,39.2,254.7,86.9,9.9,216.7,1
Kolhapur District Maharashtra,15-06-2011,25.7,20.7,85.2,32.4,253.6,85.4,9.3,204.3,1
Kolhapur District Maharashtra,16-06-2011,25.5,21.3,86.1,33.5,250,85.4,11.9,191.6,1
Kolhapur District Maharashtra,17-06-2011,26.7,21.4,88.7,42.1,249.5,88,40.8,188.8,1
Kolhapur District Maharashtra,18-06-2011,27.8,22.4,85.9,38.2,253,63.2,24.3,222.4,1
Kolhapur District Maharashtra,19-06-2011,28.1,22,85.6,34.9,259.4,81.5,0.9,244,1
Kolhapur District Maharashtra,20-06-2011,27,21.7,86.8,33.8,256.3,86.1,3.7,238.3,1
Kolhapur District Maharashtra,21-06-2011,27.7,22.4,86.1,34.6,260.2,85.8,2.9,193,1
Kolhapur District Maharashtra,22-06-2011,28.5,22.9,86.3,40,263.8,80.3,11,155.9,1
Kolhapur District Maharashtra,23-06-2011,28.7,22.4,85,35.3,264.4,69.2,26,137.5,1
Kolhapur District Maharashtra,24-06-2011,28.7,22.6,86.3,34.2,269.3,82.5,9.2,140.7,1
Kolhapur District Maharashtra,25-06-2011,28,22.9,88.1,31.7,270.4,80.5,7.4,140,1
Kolhapur District Maharashtra,26-06-2011,25.7,22.4,91.7,29.2,261.9,93.8,28.5,138.1,1
Kolhapur District Maharashtra,27-06-2011,27.3,22.7,87.9,37.8,258.3,90.5,34.1,154.7,1
Kolhapur District Maharashtra,28-06-2011,27.5,22.4,88,40.3,254.1,87.6,65,148,1
Kolhapur District Maharashtra,29-06-2011,28.2,22.4,85.7,34.2,251.2,75.6,8.8,188.7,1
Kolhapur District Maharashtra,30-06-2011,28.4,22.4,86.5,28.8,254.1,87,1.8,196.6,1
Kolhapur District Maharashtra,01-07-2011,27.3,22.1,87.5,27,251.2,75.8,3.9,194.7,1
Kolhapur District Maharashtra,02-07-2011,26.7,22.4,88.9,33.1,246.2,87.9,8.5,195.7,1
Kolhapur District Maharashtra,03-07-2011,27,22.3,88.2,28.8,245.8,77.8,44.3,193.2,1
Kolhapur District Maharashtra,04-07-2011,28,22.2,86.6,25.2,254.8,71.9,14,211.5,1
Kolhapur District Maharashtra,05-07-2011,27.4,20.6,85.7,24.8,258.4,74.9,3.9,216.3,1
Kolhapur District Maharashtra,06-07-2011,27.1,20.2,85.4,28.4,265,81.1,3.4,212.8,1
Kolhapur District Maharashtra,07-07-2011,26.4,19,86.4,24.5,264.9,82.9,6.2,187.7,1
Kolhapur District Maharashtra,08-07-2011,26.9,19,87.9,29.9,264.4,93.6,11.7,159.8,1
Kolhapur District Maharashtra,09-07-2011,27.7,21.2,87.9,33.8,260.5,66.1,10.6,106.5,0
Kolhapur District Maharashtra,10-07-2011,27.8,21.9,87.3,32,255.1,58.4,3.6,108.3,0
Kolhapur District Maharashtra,11-07-2011,27.3,22.7,88.2,29.5,274.7,78,14.9,110.1,0
Kolhapur District Maharashtra,12-07-2011,26.2,22.2,90,31,283.1,80.8,8.1,121.1,1
Kolhapur District Maharashtra,13-07-2011,24.4,21.2,90.3,34.6,272.4,84.4,30.4,120.7,1
Kolhapur District Maharashtra,14-07-2011,25.5,21.4,91.6,41,258,91.2,22.6,106.8,0
Kolhapur District Maharashtra,15-07-2011,26.5,21.5,90.6,41,251.1,81.9,12,115.4,0
Kolhapur District Maharashtra,16-07-2011,25.4,22.4,93.7,38.9,251,96,23.6,123.5,1
Kolhapur District Maharashtra,17-07-2011,25.2,22.7,93.1,38.5,250.9,93.3,79.7,143.7,1
Kolhapur District Maharashtra,18-07-2011,24.6,22.8,93.8,40.7,249.4,95.5,77.6,217.2,1
Kolhapur District Maharashtra,19-07-2011,25.7,22.3,91.9,38.9,257.5,87.9,46.6,283.1,2
Kolhapur District Maharashtra,20-07-2011,25.7,22.2,93.1,35.3,257.7,91,25.6,319.1,2
Kolhapur District Maharashtra,21-07-2011,26.1,22.5,91.6,36.7,253,89.1,33.4,341.1,2
Kolhapur District Maharashtra,22-07-2011,25.4,22.5,92.4,33.1,251.3,92.5,10.9,359.6,2
Kolhapur District Maharashtra,23-07-2011,25.6,22.2,92.2,38.5,255.4,75.5,24.9,362.4,2
Kolhapur District Maharashtra,24-07-2011,28.4,21.8,90,29.2,260.7,43.4,58.3,356.9,2
Kolhapur District Maharashtra,25-07-2011,27.5,22.2,89.8,25.9,261.5,73.8,10.5,392.6,2
Kolhapur District Maharashtra,26-07-2011,27.2,19.9,90,24.5,247.5,80,3.2,391.1,2
Kolhapur District Maharashtra,27-07-2011,24.7,19.4,88.6,25.9,261.1,84.7,1.7,370.7,2
Kolhapur District Maharashtra,28-07-2011,26.1,19.4,91,28.8,266.3,86.9,7.5,292.7,2
Kolhapur District Maharashtra,29-07-2011,25.4,19.9,90.5,27.7,276.9,83.7,11.1,222.6,1
Kolhapur District Maharashtra,30-07-2011,24.9,21,93.9,31,267.7,85.8,21.3,187.1,1
Kolhapur District Maharashtra,31-07-2011,24.4,20.7,93.1,29.5,263.7,88.8,21,182.8,1
Kolhapur District Maharashtra,01-08-2011,24.7,20.2,92.6,33.8,266.4,91.5,24,170.4,1
Kolhapur District Maharashtra,02-08-2011,24.5,21.3,94,37.4,250.8,92.7,18.6,183.5,1
Kolhapur District Maharashtra,03-08-2011,24.9,20.9,94.1,35.3,251.2,91.5,37.1,177.2,1
Kolhapur District Maharashtra,04-08-2011,25.1,22,93.9,34.6,249.8,96.9,32.2,156,1
Kolhapur District Maharashtra,05-08-2011,26.1,21.3,92.1,35.6,252.2,91.7,25.3,177.7,1
Kolhapur District Maharashtra,06-08-2011,25.1,21.2,93,35.3,254.4,90.7,17.1,199.8,1
Kolhapur District Maharashtra,07-08-2011,26.4,22.1,91.8,37.8,262,90.1,18.8,215.2,1
Kolhapur District Maharashtra,08-08-2011,26.5,21.6,90.9,37.1,258.4,83.7,10.8,226.5,1
Kolhapur District Maharashtra,09-08-2011,26.8,21.7,90.2,34.9,249.8,75.5,12.1,226.2,1
Kolhapur District Maharashtra,10-08-2011,26.8,21.7,90,33.1,251.8,67.6,7,217,1
Kolhapur District Maharashtra,11-08-2011,26.4,21.6,90.6,34.6,253.4,75.1,4.4,203,1
Kolhapur District Maharashtra,12-08-2011,25.8,21.5,91.4,34.6,257,84.1,7.3,183.4,1
Kolhapur District Maharashtra,13-08-2011,26.8,21.3,90,33.8,253.2,77.1,20.5,172.1,1
Kolhapur District Maharashtra,14-08-2011,26.7,21.3,90.5,27.7,245.4,74,15.8,155.5,1
Kolhapur District Maharashtra,15-08-2011,26.4,21.3,90.5,26.6,247.9,73.7,11.4,139.1,1
Kolhapur District Maharashtra,16-08-2011,26.5,21.7,90.8,29.2,255.2,72,3,125.2,1
Kolhapur District Maharashtra,17-08-2011,26.7,21.7,89.9,26.6,267.1,85.3,7.4,111.1,0
Kolhapur District Maharashtra,18-08-2011,26.7,21.1,91.7,23.4,264.1,86.1,5.1,99.7,0
Kolhapur District Maharashtra,19-08-2011,26.2,21.1,92.3,23.8,263.4,91.1,10.6,94,0
Kolhapur District Maharashtra,20-08-2011,26.9,20.6,90.8,19.1,264,88.5,2.2,92.5,0
